FID,YEAR_,DISTRICT,COSITE,ROADWAY,DESC_FRM,DESC_TO,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,COUNTYDOT,COUNTY,MNG_DIST,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,Shape__Length
154,2023,6,878186,87000408,SW 85 ST,SW 72 ST/SUNSET DR,13600,F,F,F,F,F,87,Miami-Dade,6,0,0.799,9,0,63.1,8,1286.124,1286.12400876882
155,2023,1,034106,03000027,END OF RD/BCH ACCESS,US-41/SR45,6300,T,F,F,F,F,03,Collier,1,0,1.105,9,0,56,7.2,1775.1369,1775.13694144887
156,2023,2,740015,74070000,CHURCH RD,N/A,10700,C,F,F,F,A,74,Nassau,2,1.989,5.058,9,0,54,4.7,4924.7478,4924.74776503206
157,2023,1,030002,03080000,NEW HARVEST RD,1ST ST,9800,S,F,F,F,2,03,Collier,1,36.243,37.309,9,0,55.8,13.4,1715.0787,1715.07869568009
158,2023,7,020084,02030000,GROVER CLEVELAND B,W LONGFELLOW ST,28000,S,F,F,F,F,02,Citrus,7,8.055,9.83,9,0,51.8,8.3,2857.5804,2857.58041573206
159,2023,2,742004,74160013,GORE AT I-95 NB,GORE AT US-17/SR-5,950,C,F,F,W,F,74,Nassau,2,0,0.259,9.5,0,99.9,13.7,407.4638,407.463774704392
160,2023,7,029023,02000043,S CARNEGIE DR,S MARTINS DR,3200,X,F,F,F,F,02,Citrus,7,0,2.298,9,0,51.8,11.5,3692.0146,3692.01459553085
161,2023,6,877016,87000132,E 41 ST/PADRE FELIX,E 65 ST,17600,C,F,F,F,A,87,Miami-Dade,6,0,1.516,9,0,55.1,3.7,2432.7064,2432.70637317323
162,2023,1,974057,16470043,SR 570 EB,OLD DIXIE HIGHWAY,1700,C, , , ,F,16,Polk,8,0,0.35,9,0,0,13.9,554.3804,554.380441137179
163,2023,6,878484,87000323,OKEECHOBEE RD,W 49 ST/NW 103 ST,14400,F,F,F,F,F,87,Miami-Dade,6,0,1.051,9,0,63.1,10.3,1689.0643,1689.06426820986
164,2023,1,034122,03000063,SR 29 (W MAIN ST),IMMOKALEE DR,12100,C,F,F,F,A,03,Collier,1,0,0.509,9,0,56,10.6,819.9207,819.920692379939
165,2023,1,164232,16000029,PIPKIN RD,0.162 M S OF BEAKER,21500,C,F,F,F,A,16,Polk,1,2.804,3.992,9,0,55,3.4,1903.9203,1903.92032957056
166,2023,1,010030,01010000,HARBOR BLVD,MIDWAY BLVD,49000,F,F,F,F,1,01,Charlotte,1,18.177,19.668,9,0,51.6,3.6,2398.0848,2398.0847943953
167,2023,5,758022,75000031,YUCATAN DR,LAKE UNDERHILL RD,5400,S,F,F,F,F,75,Orange,5,0.677,1.023,9,0,53.2,4.5,557.1789,557.17894598949
168,2023,6,878172,87000255,NE 196 ST,NE 215 ST,6300,C,F,F,F,F,87,Miami-Dade,6,0,1.256,9,0,55.1,8,2034.1751,2034.17506211684
169,2023,6,873040,87000163,US-1/SR 5,N MIAMI AVE,5500,S,F,F,W,2,87,Miami-Dade,6,0,0.302,9,0,99.9,14.2,483.9608,483.960800257424
170,2023,1,164610,16000027,US17/US98/CHARLESTON,US98/SR700/BROADWAY,1350,C,F,F,F,A,16,Polk,1,0,1.808,9,0,55,6.2,2868.7124,2868.71242002146
171,2023,6,878430,87000191,SR-25/OKEECHOBEE RD,E 17 ST,10600,F,F,F,F,F,87,Miami-Dade,6,0,0.95,9,0,63.1,4.5,1538.9736,1538.97360321642
172,2023,1,974050,16470000,16470036 RAMP,Bridge No-160279,19800,C,D,D,D,F,16,Polk,8,14.514,17.289,9,0,56.5,13.9,4467.3734,4467.37342383
173,2023,6,878524,87000444,SOUTH MIAMI AVE,BRICKELL AVE,14100,C,F,F,F,F,87,Miami-Dade,6,0.228,0.319,9,0,63.1,3.1,153.5182,153.518177962615
174,2023,1,030173,03175000,BROWARD COUNTY LINE,N/A,26000,C,F,F,F,A,03,Collier,1,0.063,29.2,10.5,0,53.1,16.3,46895.6856,46895.6855616745
175,2023,1,034185,03600000,SNOOK ALLEY,BROADWAY,1300,C,F,F,F,A,03,Collier,1,0,3.736,9.5,0,56,9.6,6009.2058,6009.20581321917
176,2023,7,026000,02050000,S TRAIL 13,S CROFT AVE,38500,S,F,F,F,2,02,Citrus,7,11.514,13.564,9,0,51.8,5.2,3300.4453,3300.44527488508
177,2023,6,878393,87000113,SW 75 ST,N/A,5200,S,F,F,F,F,87,Miami-Dade,6,0,0.683,9,0,63.1,5.9,1102.7536,1102.75356170951
178,2023,2,749112,74580000,CR-108,KOLARS FERRY RD,1700,X,F,F,F,F,74,Nassau,2,0,7.889,9.5,0,54,4.6,12695.9795,12695.9795381845
179,2023,7,029027,02000042,W GULF TO LAKE HWY,N ESSEX AVE,1900,C,F,F,F,F,02,Citrus,7,0,2.078,9,0,51.8,11.5,3332.2277,3332.22772486874
180,2023,6,878413,87000138,SW 42 ST/BIRD RD,SW 26 ST/CORAL WAY,11500,F,F,F,F,F,87,Miami-Dade,6,0,0.993,9,0,63.1,5.9,1597.0007,1597.00068942454
181,2023,1,034529,03513000,GOLDEN GATE PKWY,GREEN BLVD,29000,C,F,F,F,A,03,Collier,1,1.384,3.096,9,0,56,5.1,2755.1314,2755.13138561785
182,2023,7,152754,15241002,SR-694/GANDY BLVD,94 AVE N,11000,F,F,F,W,F,15,Pinellas,7,0,0.15,8,0,99.9,6.8,239.8346,239.834609212188
183,2023,6,878514,87000424,NW 72 AVE,TAMIAMI CANAL RD,26500,C,F,F,F,F,87,Miami-Dade,6,0,1.1,9,0,63.1,3,1759.1778,1759.17777403893
184,2023,1,164923,16000120,DAIRY RD,SHINN BLVD,4800,T,F,F,F,F,16,Polk,1,0,3.184,9,0,55,13.6,5123.3901,5123.39007901434
185,2023,2,740128,74060000,N/A,SR-A1A/FLETCHER AVE,9000,E,F,F,F,F,74,Nassau,2,12.36,13.038,9,0,54,5.9,1089.4137,1089.41374989794
186,2023,1,034532,03030000,SR 90/US 41,VERONA WALK BLVD,42000,C,F,F,F,A,03,Collier,1,9.678,11.565,9,0,56.5,6.4,3040.7933,3040.79334226514
187,2023,1,010040,01060000,PINE ST,BEACH RD,34500,F,F,F,F,1,01,Charlotte,1,9.23,10.024,9,0,51.6,2.4,1281.3804,1281.38043113065
188,2023,7,029017,02000021,E GULF TO LAKE HWY,E NORVELL BRYANT HWY,12000,R,F,F,F,F,02,Citrus,7,0,3.13,9,0,51.8,11.5,5054.0427,5054.04270962792
189,2023,7,025022,02010000,C480/E STAGE COAC TR,CR 48/E ORANGE AVE,7800,C,F,F,F,2,02,Citrus,7,4.651,5.994,9,0,51.8,9.7,2159.6144,2159.6143862675
190,2023,1,017014,01075310,I-75 / SR 93 SB OFF,N JONES LOOP RD,8000,C,F,F,W,F,01,Charlotte,1,0,0.237,10.5,0,99.9,16.9,364.9454,364.945379502081
191,2023,1,164801,16000200,N/A,US-98/US-17,1550,C,F,F,F,A,16,Polk,1,1.14,2.225,9,0,55,6.6,1733.7461,1733.74608434617
192,2023,3,520077,52110000,SR-81,ALABAMA STATE LINE,1700,F,F,F,F,F,52,Holmes,3,5.161,9.484,9.5,0,61.8,7.1,6942.5423,6942.54233998875
193,2023,1,974022,16470012,WARING ROAD,SR 570 WB,2000,C, , , ,F,16,Polk,8,0,0.244,9,0,0,13.9,389.1609,389.160906797184
194,2023,7,155140,15230000,40 AV N,SR-694 / PARK BLVD N,45000,S,F,F,F,2,15,Pinellas,7,3.26,5.392,9,0,53.2,3.8,3432.6629,3432.66288897385
195,2023,6,878488,87000330,W 4 AVE/RED RD,PALM AVE,900,F,F,F,F,1,87,Miami-Dade,6,0,0.492,9,0,63.1,9,792.2037,792.203749407287
196,2023,6,878131,87000080,OLD CUTLER RD,SW 152 ST,5300,S,F,F,F,F,87,Miami-Dade,6,0,0.633,9,0,63.1,3.7,1017.6565,1017.65649738347
197,2023,1,164921,16000112,US-92,US-92,3700,T,F,F,F,F,16,Polk,1,0,2.041,9,0,55,13.6,3287.1124,3287.11241935761
198,2023,2,749001,74000007,GRIFFIN RD,CR-108,1200,C,F,F,F,F,74,Nassau,2,4.02,8.602,9.5,0,54,4.6,7366.8645,7366.86454247185
199,2023,6,878442,87000262,NW 6 AVE,NE 6 AVE,7200,F,F,F,F,F,87,Miami-Dade,6,0,1.377,9,0,63.1,4.1,2219.1693,2219.16928135454
200,2023,1,010045,01050000,N/A,TOLEDO BLADE BLVD,38000,F,F,F,F,1,01,Charlotte,1,14.018,16.449,9,0,51.6,8.4,3913.1431,3913.14309732933
201,2023,1,014170,01000019,CORONADO DR,US41/SR45/TAMIAMI TR,8000,C,F,F,F,F,01,Charlotte,1,0,2.276,9,0,54.7,8.5,3657.987,3657.98698933921
202,2023,7,159204,15514000,EAST BAY DR,SUNSET PT RD,16800,C,F,F,F,F,15,Pinellas,7,0,5.074,9,0,53.2,8.7,8178.2482,8178.24820598798
203,2023,1,164051,16000134,LAKE MARTHA DR,AVE T NE,3300,C,F,F,F,F,16,Polk,1,0,0.824,9,0,55,8.5,1320.3609,1320.36087912144
204,2023,3,521513,52030000,NEBRASKA AVE,CR-173/NORTH AVE,11500,F,F,F,F,F,52,Holmes,3,3.485,4.07,9.5,0,61.8,9.5,943.3127,943.312663424059
205,2023,1,165109,16331000,E MAIN ST,PARKER ST,9500,F,F,F,F,1,16,Polk,1,0.402,0.9,9,0,55,5.4,803.1256,803.125610388841
206,2023,1,034108,03000036,SANTA BARBARA BLVD,COLLIER BLVD/CR-951,12600,C,F,F,F,A,03,Collier,1,0,2,9,0,56,6.9,3230.5243,3230.52426641793
207,2023,6,877028,87000215,NW 27 AV,NW 17 AVE,12800,C,F,F,F,A,87,Miami-Dade,6,0.923,1.941,9,0,55.1,3.5,1644.9734,1644.9734207429
208,2023,1,030158,03631000,N/A,CR 896/PINE RIDGE RD,34000,C,F,F,F,F,03,Collier,1,2.925,5.693,9,0,56,4.5,4460.5621,4460.56209030933
209,2023,7,022001,02090000,S SUNCOAST BLVD,W GULF TO LAKE HWY,8000,X,F,F,F,F,02,Citrus,7,0,6.184,9,0,51.8,8.3,9973.633,9973.6329988847
210,2023,1,030035,03003000,PINE RIDGE RD,N/A,52000,C,F,F,F,F,03,Collier,1,5.835,7.28,9,0,56,4,2329.1019,2329.10191067033
211,2023,1,164232,16000029,SHEPHERD RD,PIPKIN RD,21500,C,F,F,F,A,16,Polk,1,0,2.562,9,0,55,3.4,4106.0789,4106.07888879163
212,2023,6,878136,87000108,DESOTO,NW 6 ST,6900,S,F,F,F,F,87,Miami-Dade,6,0.768,3,9,0,63.1,8,3615.9624,3615.9623863028
213,2023,2,749111,74550000,DUVAL CO LINE,CRAWFORD RD,3100,X,F,F,F,F,74,Nassau,2,0,15.823,9.5,0,54,4.6,25464.7894,25464.7894385699
214,2023,1,014451,01000092,ROTUNDA PLZ,CR-771/GASPARILLA RD,4900,F,F,F,F,F,01,Charlotte,1,0,2.538,9,0,54.7,8.5,4141.0283,4141.02832469053
215,2023,6,877078,87000157,NE 2 AVE,NW 8 ST RD,3300,F,F,F,W,1,87,Miami-Dade,6,0,1.184,9,0,99.9,2.7,1891.4013,1891.40129202313
216,2023,6,878162,87000185,SR969/MILAM DAIRY RD,NW 36 ST,7200,S,F,F,F,F,87,Miami-Dade,6,0,1.79,9,0,55.1,4.5,2912.4744,2912.47442163396
217,2023,1,167117,16320073,I-4 WB,US-98 NB,7300,S,F,F,W,2,16,Polk,1,0,0.272,9,0,99.9,8.9,438.2355,438.235467283267
218,2023,6,878206,87000451,N/A,N/A,23000,F,F,F,F,F,87,Miami-Dade,6,1.682,2.836,9,0,63.1,8,1849.5301,1849.53012476417
219,2023,2,740110,74040000,STRATTON RD,GRIFFIN RD,16000,C,F,F,F,F,74,Nassau,2,16.053,22.183,9.5,0,54,8,9867.9858,9867.98580255061
220,2023,1,037003,03175028,SR-29,I-75,1300,C,F,F,W,F,03,Collier,1,0,0.419,10.5,0,99.9,16.6,673.9668,673.966846110947
221,2023,7,025024,02030000,W LONGFELLOW ST,W VENABLE ST,23500,X,F,F,F,F,02,Citrus,7,9.83,12.251,9,0,51.8,8.3,3897.3963,3897.39625620991
222,2023,1,010011,01512000,BEACH RD,N/A,5000,T,F,F,F,F,01,Charlotte,1,0,1.703,9,0,54.7,7.2,2740.8256,2740.82561807741
223,2023,3,510050,51502000,CR-30B/INDIAN PASS R,SR-30E/CAPE SAN BLAS,2200,C,F,F,F,F,51,Gulf,3,3.021,5.803,9.5,0,63.2,11.2,4484.3609,4484.3608819106
224,2023,3,511502,51010000,SR-71/CECIL G COSTIN,FIRST ST,11400,C,F,F,F,F,51,Gulf,3,2.11,2.407,9.5,0,63.2,11.5,479.7951,479.795141126271
225,2023,1,035629,03516000,GULF SHORE BLVD,US-41,4600,C,F,F,F,F,03,Collier,1,0,0.858,9,0,56,6.8,1363.6571,1363.65709924188
226,2023,7,155116,15200003,US-19/SR-55/34 ST S,41 ST S,19000,C,F,F,F,A,15,Pinellas,7,0,0.418,9,0,99.9,5.4,674.4262,674.426229342497
227,2023,6,878499,87000347,W FLAGLER ST,W FLAGLER ST,20000,F,F,F,F,F,87,Miami-Dade,6,0,3.184,9,0,63.1,5.9,5104.2962,5104.29624666754
228,2023,6,878200,87000432,CORAL WAY/SW 26 ST,NW 12 ST,16100,F,F,F,F,F,87,Miami-Dade,6,0,2.729,9,0,63.1,8,4405.5438,4405.54376475578
229,2023,1,164445,16000084,E MAIN ST,N GARY RD,1850,C,F,F,F,F,16,Polk,1,0.072,0.677,9,0,55,3.7,972.6299,972.629936787198
230,2023,2,749114,74000004,THOMAS CREEK RD,US-1/SR-15,3800,C,F,F,F,F,74,Nassau,2,0,3.794,9,0,54,4.6,6100.6754,6100.67542219129
231,2023,1,030104,03040000,CR 29,CR839TURNER RIVER RD,3600,F,F,F,F,1,03,Collier,1,0,6.676,9.5,0,57.1,14.8,10732.382,10732.3819848305
232,2023,1,010010,01040000,CR-74/BERMONT RD,CR-764/WASHINGTON LP,18700,C,F,F,F,A,01,Charlotte,1,3.436,6.425,9,0,54.7,20.6,4813.6175,4813.61745488222
233,2023,7,020250,02000005,CR-488/DUNNELLON RD,W RIVERWOOD DR,10700,S,F,F,F,2,02,Citrus,7,0,1.342,9.5,0,51.8,11,2156.3464,2156.34637742945
234,2023,7,021250,02010000,US-41,SR-45/FLORIDA AVE,6600,S,F,F,W,2,02,Citrus,7,13.136,13.177,9,0,99.9,8.3,65.9142,65.914239987809
235,2023,1,017044,01075322,I-75/SR-93 NB,CR-769/KINGS HWY WB,7400,F,F,F,W,F,01,Charlotte,1,0,0.313,9,0,99.9,9.3,504.3514,504.351364734568
236,2023,1,164682,16000219,SR60/HESPERIDES RD,11TH ST,1600,C,F,F,F,A,16,Polk,1,0,1.862,9,0,55,6.8,3004.7905,3004.79047070657
237,2023,6,878450,87000237,W 4 AVE,E 8 AVE/LE JEUNE,12400,F,F,F,F,F,87,Miami-Dade,6,0,1.484,9,0,63.1,6.2,2390.1091,2390.10914258208
238,2023,3,520114,52080000,SR-2,ALABAMA STATE LINE,700,F,F,F,F,F,52,Holmes,3,11.396,14.963,9.5,0,61.8,7.1,5715.0463,5715.04629417642
239,2023,1,974037,16470023,SR 570 EB,LAKELAND HIGHLANDS,2700,C,F,F,W,F,16,Polk,8,0,0.307,9,0,99.9,13.9,491.1196,491.119607602211
240,2023,1,044009,04000012,N BREVARD AVE,NE TURNER AVE,10000,C,F,F,F,F,04,Desoto,1,0,0.951,9,0,56.5,6.4,1539.3006,1539.30060088222
241,2023,6,878473,87000295,SR-823/NW 57 AVE,NW 52 AVE,20600,F,F,F,F,F,87,Miami-Dade,6,0,0.569,9,0,63.1,4.9,904.4646,904.464622915793
242,2023,5,758028,75000038,TAMPA AVE,ORANGE AVE,5300,C,F,F,F,A,75,Orange,5,0,1.61,9,0,53.2,4.9,2588.8653,2588.86525967872
243,2023,1,164611,16000028,COUNTY LINE RD,ENGLISH CREEK,1550,F,F,F,F,1,16,Polk,1,0,1.4,9.5,0,55,7.5,2266.9752,2266.97523419137
244,2023,7,152751,15240048,SR-694/GANDY BLVD WB,I-275/SR-93 / SB,13000,F,F,F,W,F,15,Pinellas,7,0,0.263,8,0,99.9,6.8,421.8184,421.818418840387
245,2023,6,878184,87000350,NW 199 ST/HONEY HILL,NW 215 ST,30500,F,F,F,F,F,87,Miami-Dade,6,0,1.135,9,0,55.1,8,1828.0967,1828.09672146773
246,2023,6,878202,87000435,NW 112 AVE,NW 74 ST,10800,S,F,F,F,F,87,Miami-Dade,6,0,4.016,9,0,55.1,7,6468.4334,6468.43343786215
247,2023,1,164625,16000077,E WALNUT ST,SOUTH BLVD,4100,C,F,F,F,A,16,Polk,1,0,0.738,9,0,55,1.6,1196.5797,1196.5797298373
248,2023,2,749137,74000033,OLD NASSAUVILLE RD,SR-200,13400,R,F,F,F,F,74,Nassau,2,0,3.799,9,0,54,4.6,6105.4306,6105.43056007359
249,2023,1,030123,03010000,5TH AVE S,GDLTE FRANK RD/CR851,42000,C,F,F,F,A,03,Collier,1,12.064,12.31,9,0,56.5,4.6,395.7624,395.762423747888
250,2023,1,015036,01040000,COOPER ST,MARION AVE/US17/SR35,13000,F,F,F,W,1,01,Charlotte,1,0.882,1.532,9,0,99.9,5.7,1046.8104,1046.81038303108
251,2023,7,029002,02000007,W TEXACO CT,CR488/W DUNNELLON RD,1900,C,F,F,F,F,02,Citrus,7,4.292,5.408,9,0,51.8,11.5,1798.8184,1798.8184040709
252,2023,1,164938,16000240,TYLER AVE,FAIRWAY AVE,7300,T,F,F,F,F,16,Polk,1,0,1.467,9,0,55,13.6,2355.596,2355.59604715167
253,2023,1,014156,01510000,N/A,SR 776/MCCALL RD,6700,C,F,F,F,A,01,Charlotte,1,0.281,7.697,9,0,54.7,13,11924.6665,11924.6665263996
254,2023,1,164671,16000204,E MARIPOSA AVE,S BROADWAY AVE,1050,F,F,F,F,F,16,Polk,1,0,1.488,9,0,55,15.5,2380.3514,2380.35142089272
255,2023,3,520078,52110000,CR-181,SR-81,1600,F,F,F,F,F,52,Holmes,3,1.729,5.161,9.5,0,61.8,12.2,5530.815,5530.81497024702
256,2023,1,974018,16470010,SR 570 WB,SR 572/AIRPORT ROAD,1700,C,F,F,W,F,16,Polk,8,0,0.201,9,0,99.9,13.9,312.3074,312.307425725875
257,2023,1,044104,04000005,.09MI S/O DURRANCE R,OAK ST/SR 70,2600,F,F,F,F,1,04,Desoto,1,0,2,9,0,56.5,7.3,3222.9359,3222.9359359584
258,2023,6,877036,87000292,NW 167 ST/SR 826WEST,NW 202 ST/HONEY HILL,36000,C,F,F,F,A,87,Miami-Dade,6,0,2.263,9,0,55.1,2,3643.8138,3643.81377348995
259,2023,6,877012,87000089,SW 117 AVE,SW 104 AVE,11000,C,F,F,F,A,87,Miami-Dade,6,0,1.27,9,0,63.1,2.6,2069.3039,2069.30393688867
260,2023,1,164979,16000043,N/A,N/A,2300,S,F,F,F,2,16,Polk,1,1.576,2.444,9,0,55,4.9,1396.6201,1396.62013447221
261,2023,5,758026,75000037,RIO GRANDE AVE,ORANGE BLOSSOM TRL,13200,T,F,F,F,F,75,Orange,5,0,0.254,9,0,53.2,4.5,407.5003,407.50029711188
262,2023,6,878462,87000275,NW 57 AVE/RED RD,NW 37 AVE/DOUGLAS RD,7900,F,F,F,F,F,87,Miami-Dade,6,0,2.049,9,0,63.1,4.9,3303.7496,3303.74959265645
263,2023,1,014152,01000016,OLIPHANT LN,US 17/E MARION AVE,7900,C,F,F,F,F,01,Charlotte,1,0.438,2.282,9,0,54.7,8.5,2971.2199,2971.21987599339
264,2023,7,159207,15517000,CR-638/ENTERPRISE RD,SR-580,66500,E,F,F,F,F,15,Pinellas,7,3.551,4.332,9,0,53.2,8.7,1254.09,1254.09002976782
265,2023,1,164929,16000155,AVE N SW,1ST ST SW,7200,C,F,F,F,F,16,Polk,1,0,0.691,9,0,55,13.6,1110.3623,1110.36228915825
266,2023,3,610344,52010000,HOLMESTEAD RD,WASHINGTON CO LINE,4223,C,A,A,A,A,52,Holmes,3,26.576,27.386,9.5,0,57.9,8.1,1306.5258,1306.52584811061
267,2023,1,974017,16470007,SR 570 EB,SR 572/AIRPORT ROAD,2950,C, , , ,F,16,Polk,8,0,0.239,9,0,0,13.9,372.3189,372.318879791999
268,2023,1,034531,03000043,COLLIER BLVD/CR 951,GOLDEN GATE BLVD,37500,C,F,F,F,A,03,Collier,1,0,6.262,9,0,56,9.4,10080.4441,10080.4441284657
269,2023,2,749002,74150500,SR-A1A/SR-200/S 8TH,SUSAN DR,15900,C,F,F,F,F,74,Nassau,2,0,0.306,9,0,54,4.6,491.2531,491.253135516158
270,2023,1,034534,03505000,COUNTY BARN RD,N/A,18700,C,F,F,F,A,03,Collier,1,1.202,4.661,9,0,56,5,5564.538,5564.53801214219
271,2023,1,034578,03550000,CR888/WIGGINS PASSRD,BLUEBILL AVE,7100,C,F,F,F,F,03,Collier,1,0,1.49,9,0,56,4,2401.0083,2401.00830730566
272,2023,7,977330,02470001,SR 589 NB,W CARDINAL ST,550,C,F,F,F,F,02,Citrus,8,0,0.412,9,0,55.2,12,663.01,663.010033458823
273,2023,1,030023,03003000,NORTH RD,UNSIGNED,51500,F,F,F,F,1,03,Collier,1,1.313,3.225,9,0,56,5.2,3081.9507,3081.95068928762
274,2023,6,878137,87000116,SR-976/SW 40 ST,SR90/SW 8 ST/TAMIAMI,6600,S,F,F,F,F,87,Miami-Dade,6,0,1.989,9,0,63.1,8,3198.2313,3198.23130498756
275,2023,2,749133,74600000,.066 S OF CARDINAL,SR-A1A/SR-200,2300,C,F,F,F,F,74,Nassau,2,0,0.181,9,0,54,4.6,292.3905,292.390498398452
276,2023,1,010059,01000075,MIDWAY BLVD,VETERANS BLVD,7800,T,F,F,F,F,01,Charlotte,1,0,2.249,9,0,54.7,8.5,3575.8106,3575.81062648566
277,2023,6,878418,87000155,END UNDERPASS 870724,NE 2 AVE,18100,C,F,F,F,A,87,Miami-Dade,6,0,0.892,9,0,63.1,3.3,1439.7929,1439.79290341179
278,2023,6,878429,87000187,NW 67 AV,N.ROYAL PONCIANA BLV,6600,F,F,F,F,F,87,Miami-Dade,6,0,1.458,9,0,63.1,4.5,2343.5597,2343.55969383064
279,2023,1,167116,16320072,US-98 NB,I-4 EB,7900,S,F,F,W,2,16,Polk,1,0,0.226,9,0,99.9,8.2,364.823,364.822997449657
280,2023,1,034104,03000020,CR-896/PINE RIDGE RD,CR-846/IMMOKALEE RD,24000,T,F,F,F,F,03,Collier,1,0,4.22,9,0,56,3.9,6786.3042,6786.30416543722
281,2023,2,740103,74060000,N/A,AMELIA ISLAND PKWY,48500,C,F,F,F,A,74,Nassau,2,5.287,8.181,9,0,54,5.9,4650.0268,4650.02676248434
282,2023,1,037031,03175019,I-75 NB / SR 93,IMMOKALEE RD/CR 846,10500,C,F,F,W,F,03,Collier,1,0,0.248,9,0,99.9,6.1,382.771,382.771028074634
283,2023,3,500303,50705000,SR-65,SR-267/PAT THOMAS PK,1200,C,F,F,F,F,50,Gadsden,3,0,5.462,9.5,0,56.7,7.7,8799.1346,8799.134610501
284,2023,1,014105,01501000,VETERANS BLVD,DESOTO CO LINE,22000,C,F,F,F,A,01,Charlotte,1,4.012,5.289,9,0,54.7,9.7,2054.5301,2054.53012764495
285,2023,1,014171,01540000,N/A,SR 45/US 41,21000,C,F,F,F,A,01,Charlotte,1,6.669,8.71,9,0,51.6,10.4,3284.1526,3284.15263708703
286,2023,3,510102,51502000,FRANKLIN CO LINE,CR-30B/INDIAN PASS R,900,C,F,F,F,A,51,Gulf,3,0,3.021,9.5,0,63.2,9.4,4869.1159,4869.11591182746
287,2023,3,510316,51070000,FRANKLIN CO LINE,CR-30A,2626,C,A,A,A,A,51,Gulf,3,0,7.742,9.5,0,53.6,10.5,12458.7126,12458.7125965884
288,2023,1,974084,16470048,I-4/SR 400 WB,SR 570 WB,1700,C,F,F,W,F,16,Polk,8,0,0.927,9.5,0,99.9,13.9,1487.9876,1487.98761371753
289,2023,1,014425,01000006,CR 775/PLACIDA RD,PARADE CIR,3400,S,F,F,F,F,01,Charlotte,1,0,2.208,9,0,54.7,8.5,3553.8198,3553.81983206034
290,2023,7,150078,15200002,CR-679 / PINELLAS BA,ANDERSON (1WAY S),40000,S,F,F,F,F,15,Pinellas,7,0,1.327,9,0,53.2,9.1,2133.8865,2133.88654237631
291,2023,6,878496,87000343,NW 12 ST,NW 36 ST/DORAL BLVD,22500,F,F,F,F,F,87,Miami-Dade,6,0,1.873,9,0,63.1,7,3014.2451,3014.24511698086
292,2023,6,878195,87000426,SW 122 AVE,SW 6 ST,10850,F,F,F,F,F,87,Miami-Dade,6,0.045,0.126,9,0,99.9,8,133.8606,133.860559717776
293,2023,1,164917,16000080,LAKE MORTON DR,HOLLINGSWORTH RD,1850,C,F,F,F,F,16,Polk,1,0,0.587,9,0,55,13.6,954.6332,954.633192285226
294,2023,6,878435,87000206,SR-5/US-1,NE 123 ST,11200,F,F,F,F,F,87,Miami-Dade,6,0,0.6,9,0,63.1,4.1,980.4029,980.40288661618
295,2023,1,035007,03010000,BANYAN BLVD,5TH AVE S,36000,C,F,F,F,A,03,Collier,1,10.653,12.064,9,0,56.5,3.7,2269.9327,2269.93265762156
296,2023,1,015037,01040101,SR 35/US 17,COOPER ST,14500,F,F,F,W,1,01,Charlotte,1,0,0.708,9,0,99.9,6.1,1123.9751,1123.97507739602
297,2023,1,014329,01000022,PONCE DE LEON PK,N/A,2000,C,F,F,F,F,01,Charlotte,1,0,0.069,9,0,99.9,7.2,111.0301,111.030149650424
298,2023,1,014462,01000566,CR-775/PLACIDA RD,N/A,3000,T,F,F,F,F,01,Charlotte,1,0,1.897,9,0,54.7,8.5,3044.9891,3044.98905476117
299,2023,1,160174,16000189,US 27,US 17/92,13000,T,F,F,F,F,16,Polk,1,0,1.565,9,0,55,9.7,2521.4697,2521.46974145565
300,2023,6,878644,87000242,W 49 ST/NW 103 ST,W 84 ST/NW 138 ST,13600,T,F,F,F,F,87,Miami-Dade,6,0,2.2,9,0,63.1,10.3,3551.6429,3551.6428614127
301,2023,3,522608,52002008,GORE AT SR-79,GORE AT I-10 EB,2300,C,F,F,W,F,52,Holmes,3,0,0.264,9.5,0,99.9,9.5,424.1255,424.125525784373
302,2023,1,974038,16470026,SR 570 WB,LAKELAND HIGHLANDS,4250,C, , , ,F,16,Polk,8,0,0.393,9,0,0,13.9,633.2206,633.220632974891
303,2023,6,878447,87000231,E 25 ST,E 65 ST/NW 119 ST,21000,C,F,F,F,A,87,Miami-Dade,6,0,2.554,9,0,63.1,3.9,4095.1552,4095.1551989282
304,2023,6,878487,87000329,E 4 AVE,E 8 AVE,15800,F,F,F,F,F,87,Miami-Dade,6,0,0.497,9,0,63.1,4.5,803.6569,803.656911378736
305,2023,6,877013,87000091,SW 184 S/EUREKA DR,SW 152 ST/CORAL REEF,12200,C,F,F,F,A,87,Miami-Dade,6,0,2.327,9,0,63.1,4.5,3749.0142,3749.01420201691
306,2023,1,164380,16000054,SIKES BLVD,SLOAN,4800,C,F,F,F,A,16,Polk,1,0,1.281,9,0,55,3.9,2060.3554,2060.35540897906
307,2023,5,758019,75000028,PERSHING AVE,LAKE MARGARET DR,1000,S,F,F,F,2,75,Orange,5,0,0.5,9,0,53.2,14,808.6471,808.647104931788
308,2023,1,014260,01000078,N/A,N/A,9200,S,F,F,F,2,01,Charlotte,1,2.704,2.731,9,0,54.7,4.6,43.3389,43.3388857232266
